month,division,line,day_type,reporting_category,subcategory,delays
2023-12-01,B DIVISION,D,1,Infrastructure & Equipment,Service Delivery,57
2023-12-01,B DIVISION,D,1,Infrastructure & Equipment,Signal Modernization Capital Project,2
2023-12-01,B DIVISION,D,1,Operating Conditions,,308
2023-12-01,B DIVISION,D,1,Planned ROW Work,Capital Work - Other Planned ROW,1
2023-12-01,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,343
2023-12-01,B DIVISION,D,1,Planned ROW Work,Work Equipment,9
2023-12-01,B DIVISION,D,1,Police & Medical,Persons on Roadbed,64
2023-12-01,B DIVISION,D,1,Police & Medical,"Public Conduct, Crime, Police Response",199
2023-12-01,B DIVISION,D,1,Police & Medical,Sick/Injured Customer,48
2023-12-01,B DIVISION,D,2,Crew Availability,Crew Availability,143
2023-12-01,B DIVISION,D,2,External Factors,External Debris on Roadbed,1
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Braking,9
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Door-Related,20
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Other - CE,1
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Other Infrastructure,1
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Other - Sig,28
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Propulsion,6
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Rail and Roadbed,14
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Service Delivery,3
2023-12-01,B DIVISION,D,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,12
2023-12-01,B DIVISION,D,2,Operating Conditions,,89
2023-12-01,B DIVISION,D,2,Planned ROW Work,Capital Work - Other Planned ROW,18
2023-12-01,B DIVISION,D,2,Planned ROW Work,Subways Maintenance,220
2023-12-01,B DIVISION,D,2,Planned ROW Work,Work Equipment,8
2023-12-01,B DIVISION,D,2,Police & Medical,"Public Conduct, Crime, Police Response",53
2023-12-01,B DIVISION,D,2,Police & Medical,Sick/Injured Customer,10
2023-12-01,B DIVISION,E,1,Crew Availability,Crew Availability,414
2023-12-01,B DIVISION,E,1,External Factors,External Debris on Roadbed,15
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Other - CE,10
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Other Infrastructure,22
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Other Internal Disruptions,13
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Other - Sig,129
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Propulsion,5
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Rail and Roadbed,20
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Service Delivery,39
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Signal Modernization Capital Project,57
2023-12-01,B DIVISION,E,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2023-12-01,B DIVISION,E,1,Operating Conditions,,267
2023-12-01,B DIVISION,E,1,Planned ROW Work,Capital Work - Other Planned ROW,284
2023-12-01,B DIVISION,E,1,Planned ROW Work,Subways Maintenance,614
2023-12-01,B DIVISION,E,1,Planned ROW Work,Work Equipment,1
2023-12-01,B DIVISION,E,1,Police & Medical,Persons on Roadbed,71
2023-12-01,B DIVISION,E,1,Police & Medical,"Public Conduct, Crime, Police Response",179
2023-12-01,B DIVISION,E,1,Police & Medical,Sick/Injured Customer,150
2023-12-01,B DIVISION,E,2,Crew Availability,Crew Availability,106
2023-12-01,B DIVISION,E,2,External Factors,External Debris on Roadbed,5
2023-12-01,B DIVISION,E,2,Infrastructure & Equipment,Other - Sig,15
2023-12-01,B DIVISION,E,2,Infrastructure & Equipment,Propulsion,1
2023-12-01,B DIVISION,E,2,Infrastructure & Equipment,Rail and Roadbed,11
2023-12-01,B DIVISION,E,2,Infrastructure & Equipment,Service Delivery,5
2023-12-01,B DIVISION,E,2,Infrastructure & Equipment,Signal Modernization Capital Project,15
2023-12-01,B DIVISION,E,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2023-12-01,B DIVISION,E,2,Operating Conditions,,35
2023-12-01,B DIVISION,E,2,Planned ROW Work,Capital Work - Other Planned ROW,29
2023-12-01,B DIVISION,E,2,Planned ROW Work,Subways Maintenance,187
2023-12-01,B DIVISION,E,2,Police & Medical,Persons on Roadbed,46
2023-12-01,B DIVISION,E,2,Police & Medical,"Public Conduct, Crime, Police Response",54
2023-12-01,B DIVISION,E,2,Police & Medical,Sick/Injured Customer,6
2023-12-01,B DIVISION,F,1,Crew Availability,Crew Availability,733
2023-12-01,B DIVISION,F,1,External Factors,External Agency or Utility,2
2023-12-01,B DIVISION,F,1,External Factors,External Debris on Roadbed,45
2023-12-01,B DIVISION,F,1,External Factors,Inclement Weather,5
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Braking,1
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,1
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",6
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,28
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,20
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,3
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,148
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,6
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,26
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,113
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Signal Modernization Capital Project,102
2023-12-01,B DIVISION,F,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,17
2023-12-01,B DIVISION,F,1,Operating Conditions,,284
2023-12-01,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,113
2023-12-01,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,600
2023-12-01,B DIVISION,F,1,Planned ROW Work,Work Equipment,5
2023-12-01,B DIVISION,F,1,Police & Medical,Persons on Roadbed,112
2023-12-01,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",257
2023-12-01,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,161
2023-12-01,B DIVISION,F,2,Crew Availability,Crew Availability,93
2023-12-01,B DIVISION,F,2,External Factors,External Debris on Roadbed,10
2023-12-01,B DIVISION,F,2,Infrastructure & Equipment,Other - CE,1
2023-12-01,B DIVISION,F,2,Infrastructure & Equipment,Other Infrastructure,2
2023-12-01,B DIVISION,F,2,Infrastructure & Equipment,Other Internal Disruptions,5
2023-12-01,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,17
2023-12-01,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,16
2023-12-01,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,3
2023-12-01,B DIVISION,F,2,Infrastructure & Equipment,Signal Modernization Capital Project,26
2023-12-01,B DIVISION,F,2,Operating Conditions,,79
2023-12-01,B DIVISION,F,2,Planned ROW Work,Capital Work - Other Planned ROW,40
2023-12-01,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,223
2023-12-01,B DIVISION,F,2,Planned ROW Work,Work Equipment,3
2023-12-01,B DIVISION,F,2,Police & Medical,Persons on Roadbed,40
2023-12-01,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",87
2023-12-01,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,28
2023-12-01,B DIVISION,G,1,Crew Availability,Crew Availability,211
2023-12-01,B DIVISION,G,1,External Factors,External Debris on Roadbed,9
2023-12-01,B DIVISION,G,1,External Factors,Inclement Weather,21
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Braking,6
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,"Fire, Smoke, Debris",9
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,2
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,5
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,25
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Propulsion,6
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,3
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,32
2023-12-01,B DIVISION,G,1,Infrastructure & Equipment,Signal Modernization Capital Project,1
2023-12-01,B DIVISION,G,1,Operating Conditions,,128
2023-12-01,B DIVISION,G,1,Planned ROW Work,Capital Work - Other Planned ROW,45
2023-12-01,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,178
2023-12-01,B DIVISION,G,1,Planned ROW Work,Work Equipment,40
2023-12-01,B DIVISION,G,1,Police & Medical,Persons on Roadbed,37
2023-12-01,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",98
2023-12-01,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,19
2023-12-01,B DIVISION,G,2,Crew Availability,Crew Availability,80
2023-12-01,B DIVISION,G,2,Infrastructure & Equipment,Door-Related,3
2023-12-01,B DIVISION,G,2,Infrastructure & Equipment,Other Internal Disruptions,1
2023-12-01,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,5
2023-12-01,B DIVISION,G,2,Infrastructure & Equipment,Service Delivery,1
2023-12-01,B DIVISION,G,2,Operating Conditions,,58
2023-12-01,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,62
2023-12-01,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",28
2023-12-01,B DIVISION,G,2,Police & Medical,Sick/Injured Customer,14
2023-12-01,B DIVISION,JZ,1,Crew Availability,Crew Availability,283
2023-12-01,B DIVISION,JZ,1,External Factors,External Agency or Utility,1
2023-12-01,B DIVISION,JZ,1,External Factors,External Debris on Roadbed,48
2023-12-01,B DIVISION,JZ,1,External Factors,Inclement Weather,5
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,Braking,5
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,1
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Internal Disruptions,1
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,26
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,Propulsion,56
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,17
2023-12-01,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,14
2023-12-01,B DIVISION,JZ,1,Operating Conditions,,74
2023-12-01,B DIVISION,JZ,1,Planned ROW Work,Capital Work - Other Planned ROW,23
2023-12-01,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,130
2023-12-01,B DIVISION,JZ,1,Planned ROW Work,Work Equipment,1
2023-12-01,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,58
2023-12-01,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",87
2023-12-01,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,32
2023-12-01,B DIVISION,JZ,2,Crew Availability,Crew Availability,142
2023-12-01,B DIVISION,JZ,2,External Factors,External Debris on Roadbed,5
2023-12-01,B DIVISION,JZ,2,Infrastructure & Equipment,Braking,5
2023-12-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other Infrastructure,1
2023-12-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - Sig,10
2023-12-01,B DIVISION,JZ,2,Infrastructure & Equipment,Service Delivery,2
2023-12-01,B DIVISION,JZ,2,Operating Conditions,,26
2023-12-01,B DIVISION,JZ,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2023-12-01,B DIVISION,JZ,2,Planned ROW Work,Insufficient Supplement Schedule,4
2023-12-01,B DIVISION,JZ,2,Planned ROW Work,Subways Maintenance,21
2023-12-01,B DIVISION,JZ,2,Police & Medical,Persons on Roadbed,7
2023-12-01,B DIVISION,JZ,2,Police & Medical,"Public Conduct, Crime, Police Response",26
2023-12-01,B DIVISION,JZ,2,Police & Medical,Sick/Injured Customer,16
2023-12-01,B DIVISION,L,1,Crew Availability,Crew Availability,381
2023-12-01,B DIVISION,L,1,External Factors,External Agency or Utility,7
2023-12-01,B DIVISION,L,1,External Factors,External Debris on Roadbed,2
2023-12-01,B DIVISION,L,1,Infrastructure & Equipment,Braking,4
2023-12-01,B DIVISION,L,1,Infrastructure & Equipment,Other - CE,7
2023-12-01,B DIVISION,L,1,Infrastructure & Equipment,Other Infrastructure,37
2023-12-01,B DIVISION,L,1,Infrastructure & Equipment,Other - Sig,15
2023-12-01,B DIVISION,L,1,Infrastructure & Equipment,Propulsion,9
2023-12-01,B DIVISION,L,1,Infrastructure & Equipment,Rail and Roadbed,30
2023-12-01,B DIVISION,L,1,Infrastructure & Equipment,Service Delivery,10
2023-12-01,B DIVISION,L,1,Operating Conditions,,5
2023-12-01,B DIVISION,L,1,Planned ROW Work,Capital Work - Other Planned ROW,43
2023-12-01,B DIVISION,L,1,Planned ROW Work,Subways Maintenance,268
2023-12-01,B DIVISION,L,1,Planned ROW Work,Work Equipment,6
2023-12-01,B DIVISION,L,1,Police & Medical,Persons on Roadbed,80
2023-12-01,B DIVISION,L,1,Police & Medical,"Public Conduct, Crime, Police Response",51
2023-12-01,B DIVISION,L,1,Police & Medical,Sick/Injured Customer,28
2023-12-01,B DIVISION,L,2,Crew Availability,Crew Availability,61
2023-12-01,B DIVISION,L,2,Infrastructure & Equipment,"Fire, Smoke, Debris",18
2023-12-01,B DIVISION,L,2,Infrastructure & Equipment,Other - CE,2
2023-12-01,B DIVISION,L,2,Infrastructure & Equipment,Other Infrastructure,25
2023-12-01,B DIVISION,L,2,Infrastructure & Equipment,Other - Sig,26
2023-12-01,B DIVISION,L,2,Infrastructure & Equipment,Service Delivery,26
2023-12-01,B DIVISION,L,2,Operating Conditions,,1
2023-12-01,B DIVISION,L,2,Planned ROW Work,Subways Maintenance,18
2023-12-01,B DIVISION,L,2,Planned ROW Work,Work Equipment,3
2023-12-01,B DIVISION,L,2,Police & Medical,Persons on Roadbed,194
2023-12-01,B DIVISION,L,2,Police & Medical,"Public Conduct, Crime, Police Response",20
2023-12-01,B DIVISION,L,2,Police & Medical,Sick/Injured Customer,14
2023-12-01,B DIVISION,M,1,Crew Availability,Crew Availability,292
2023-12-01,B DIVISION,M,1,External Factors,External Debris on Roadbed,6
2023-12-01,B DIVISION,M,1,External Factors,Inclement Weather,3
2023-12-01,B DIVISION,M,1,Infrastructure & Equipment,"Fire, Smoke, Debris",19
2023-12-01,B DIVISION,M,1,Infrastructure & Equipment,Other - CE,11
2023-12-01,B DIVISION,M,1,Infrastructure & Equipment,Other - Sig,33
2023-12-01,B DIVISION,M,1,Infrastructure & Equipment,Propulsion,32
2023-12-01,B DIVISION,M,1,Infrastructure & Equipment,Service Delivery,11
2023-12-01,B DIVISION,M,1,Infrastructure & Equipment,Signal Modernization Capital Project,1
2023-12-01,B DIVISION,M,1,Operating Conditions,,43
2023-12-01,B DIVISION,M,1,Planned ROW Work,Capital Work - Other Planned ROW,2
2023-12-01,B DIVISION,M,1,Planned ROW Work,Subways Maintenance,30
2023-12-01,B DIVISION,M,1,Planned ROW Work,Work Equipment,7
2023-12-01,B DIVISION,M,1,Police & Medical,Persons on Roadbed,89
2023-12-01,B DIVISION,M,1,Police & Medical,"Public Conduct, Crime, Police Response",59
2023-12-01,B DIVISION,M,1,Police & Medical,Sick/Injured Customer,31
2023-12-01,B DIVISION,M,2,Crew Availability,Crew Availability,71
2023-12-01,B DIVISION,M,2,External Factors,External Debris on Roadbed,6
2023-12-01,B DIVISION,M,2,Infrastructure & Equipment,Other - CE,3
2023-12-01,B DIVISION,M,2,Infrastructure & Equipment,Other - Sig,3
2023-12-01,B DIVISION,M,2,Infrastructure & Equipment,Service Delivery,6
2023-12-01,B DIVISION,M,2,Operating Conditions,,10
2023-12-01,B DIVISION,M,2,Planned ROW Work,Subways Maintenance,2
2023-12-01,B DIVISION,M,2,Police & Medical,Persons on Roadbed,9
2023-12-01,B DIVISION,M,2,Police & Medical,"Public Conduct, Crime, Police Response",14
2023-12-01,B DIVISION,M,2,Police & Medical,Sick/Injured Customer,9
2023-12-01,B DIVISION,N,1,Crew Availability,Crew Availability,711
2023-12-01,B DIVISION,N,1,External Factors,External Agency or Utility,9
2023-12-01,B DIVISION,N,1,External Factors,External Debris on Roadbed,52
2023-12-01,B DIVISION,N,1,External Factors,Inclement Weather,15
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Braking,53
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Door-Related,25
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,"Fire, Smoke, Debris",7
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Other - CE,18
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Other Infrastructure,14
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Other Internal Disruptions,102
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Other - Sig,213
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Propulsion,13
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Rail and Roadbed,113
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Service Delivery,36
2023-12-01,B DIVISION,N,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,5
2023-12-01,B DIVISION,N,1,Operating Conditions,,377
2023-12-01,B DIVISION,N,1,Planned ROW Work,Subways Maintenance,525
2023-12-01,B DIVISION,N,1,Planned ROW Work,Work Equipment,30
2023-12-01,B DIVISION,N,1,Police & Medical,Persons on Roadbed,113
2023-12-01,B DIVISION,N,1,Police & Medical,"Public Conduct, Crime, Police Response",458
2023-12-01,B DIVISION,N,1,Police & Medical,Sick/Injured Customer,77
2023-12-01,B DIVISION,N,2,Crew Availability,Crew Availability,145
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Braking,11
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Door-Related,3
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Other - CE,9
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Other Infrastructure,3
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Other - Sig,17
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Propulsion,31
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Rail and Roadbed,10
2023-12-01,B DIVISION,N,2,Infrastructure & Equipment,Service Delivery,16
2023-12-01,B DIVISION,N,2,Operating Conditions,,137
2023-12-01,B DIVISION,N,2,Planned ROW Work,Subways Maintenance,350
2023-12-01,B DIVISION,N,2,Planned ROW Work,Work Equipment,1
2023-12-01,B DIVISION,N,2,Police & Medical,Persons on Roadbed,2
2023-12-01,B DIVISION,N,2,Police & Medical,"Public Conduct, Crime, Police Response",67
2023-12-01,B DIVISION,N,2,Police & Medical,Sick/Injured Customer,29
2023-12-01,B DIVISION,Q,1,Crew Availability,Crew Availability,403
2023-12-01,B DIVISION,Q,1,External Factors,External Agency or Utility,10
2023-12-01,B DIVISION,Q,1,External Factors,External Debris on Roadbed,4
2023-12-01,B DIVISION,Q,1,External Factors,Inclement Weather,43
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Braking,29
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Door-Related,29
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,"Fire, Smoke, Debris",26
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - CE,27
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Other Infrastructure,2
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - Sig,69
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Propulsion,6
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Rail and Roadbed,28
2023-12-01,B DIVISION,Q,1,Infrastructure & Equipment,Service Delivery,32
2023-12-01,B DIVISION,Q,1,Operating Conditions,,210
2023-12-01,B DIVISION,Q,1,Planned ROW Work,Insufficient Supplement Schedule,3
2023-12-01,B DIVISION,Q,1,Planned ROW Work,Subways Maintenance,164
2023-12-01,B DIVISION,Q,1,Planned ROW Work,Work Equipment,27
2023-12-01,B DIVISION,Q,1,Police & Medical,Persons on Roadbed,32
2023-12-01,B DIVISION,Q,1,Police & Medical,"Public Conduct, Crime, Police Response",262
2023-12-01,B DIVISION,Q,1,Police & Medical,Sick/Injured Customer,45
2023-12-01,B DIVISION,Q,2,Crew Availability,Crew Availability,124
2023-12-01,B DIVISION,Q,2,External Factors,External Debris on Roadbed,10
2023-12-01,B DIVISION,Q,2,Infrastructure & Equipment,Braking,3
2023-12-01,B DIVISION,Q,2,Infrastructure & Equipment,Door-Related,10
2023-12-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - CE,3
2023-12-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Infrastructure,1
2023-12-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - Sig,4
